order_id,customer_id,ship_mode,ship_date,address_id
CA-2015-124919,SP-20650,First Class,6/2/2015,74
CA-2015-118948,NK-18490,Standard Class,6/3/2015,75
CA-2014-104269,DB-13060,Second Class,3/6/2014,76
CA-2016-114104,NP-18670,Standard Class,11/24/2016,77
CA-2016-162733,TT-21070,First Class,5/12/2016,78
CA-2015-119697,EM-13960,Second Class,12/31/2015,79
CA-2016-154508,RD-19900,Standard Class,11/20/2016,80
CA-2016-113817,MJ-17740,Standard Class,11/11/2016,81
CA-2014-139892,BM-11140,Standard Class,9/12/2014,82
CA-2014-118962,CS-12130,Standard Class,8/9/2014,83
US-2014-100853,JB-15400,Standard Class,9/19/2014,84
US-2017-152366,SJ-20500,Second Class,4/25/2017,85
US-2015-101511,JE-15745,Second Class,11/23/2015,86
CA-2015-137225,JK-15640,Standard Class,12/19/2015,87
CA-2014-166191,DK-13150,Second Class,12/9/2014,88
CA-2014-158274,RM-19675,Second Class,11/24/2014,89
CA-2016-105018,SK-19990,Standard Class,12/2/2016,90
CA-2014-123260,FM-14290,Standard Class,8/30/2014,91
CA-2016-157000,AM-10360,Standard Class,7/22/2016,92
CA-2015-102281,MP-17470,First Class,10/14/2015,93
CA-2015-131457,MZ-17515,Standard Class,11/6/2015,94
CA-2014-140004,CB-12025,Standard Class,3/25/2014,95
CA-2017-107720,VM-21685,Standard Class,11/13/2017,96
US-2017-124303,FH-14365,Standard Class,7/13/2017,97
CA-2017-105074,MB-17305,Standard Class,6/29/2017,98
CA-2014-133690,BS-11755,First Class,8/5/2014,99
US-2017-116701,LC-17140,Second Class,12/21/2017,100
CA-2017-126382,HK-14890,Standard Class,6/7/2017,101
CA-2017-108329,LE-16810,Standard Class,12/14/2017,102
CA-2017-135860,JH-15985,Standard Class,12/7/2017,103
CA-2015-101007,MS-17980,Second Class,2/13/2015,104
CA-2015-146262,VW-21775,Standard Class,1/9/2015,105
CA-2016-130162,JH-15910,Standard Class,11/1/2016,106
CA-2015-169397,JB-15925,First Class,12/27/2015,107
CA-2015-163055,DS-13180,Standard Class,8/16/2015,108
US-2015-145436,VD-21670,Standard Class,3/4/2015,109
US-2014-156216,EA-14035,Standard Class,9/17/2014,110
US-2017-100930,CS-12400,Standard Class,4/12/2017,111
CA-2017-160514,DB-13120,Standard Class,11/16/2017,112
CA-2016-157749,KL-16645,Second Class,6/9/2016,113
CA-2014-131926,DW-13480,Second Class,6/6/2014,114
CA-2016-154739,LH-17155,Second Class,12/15/2016,115
CA-2016-145625,KC-16540,Standard Class,9/17/2016,116
CA-2016-146941,DL-13315,First Class,12/13/2016,117
US-2015-159982,DR-12880,Standard Class,12/4/2015,118
CA-2017-163139,CC-12670,Second Class,12/3/2017,119
US-2017-155299,Dl-13600,Standard Class,6/12/2017,120
US-2014-106992,SB-20290,Second Class,9/21/2014,121
CA-2016-125318,RC-19825,Standard Class,6/13/2016,122
CA-2015-155040,AH-10210,Standard Class,11/15/2015,123
CA-2017-136826,CB-12535,Standard Class,6/20/2017,124
CA-2016-111010,PG-18895,Standard Class,1/28/2016,125
US-2017-145366,CA-12310,Standard Class,12/13/2017,126
CA-2017-163979,KH-16690,Second Class,1/2/2018,127
CA-2015-155334,HA-14920,First Class,7/31/2015,128
CA-2017-118136,BB-10990,First Class,9/17/2017,129
CA-2017-132976,AG-10495,Standard Class,10/17/2017,130
US-2015-161991,SC-20725,Second Class,9/28/2015,131
CA-2015-130890,JO-15280,Standard Class,11/6/2015,132
CA-2015-130883,TB-21520,Standard Class,10/2/2015,133
CA-2016-112697,AH-10195,Second Class,12/20/2016,134
CA-2016-110772,NZ-18565,Second Class,11/24/2016,135
CA-2014-111451,KL-16555,First Class,12/28/2014,136
CA-2016-142545,JD-15895,Standard Class,11/3/2016,137
US-2017-152380,JH-15910,Standard Class,11/23/2017,138
CA-2015-144253,AS-10225,Second Class,5/9/2015,139
CA-2014-130960,KB-16600,Standard Class,1/4/2015,140
CA-2014-111003,CR-12625,Standard Class,6/6/2014,141
CA-2017-126774,SH-20395,First Class,4/17/2017,142
CA-2016-142902,BP-11185,Second Class,9/14/2016,143
CA-2014-120887,TS-21205,Standard Class,10/3/2014,144
CA-2014-167850,AG-10525,Standard Class,8/16/2014,145
CA-2014-164259,SP-20860,First Class,12/30/2014,146
CA-2014-164973,NM-18445,Standard Class,11/9/2014,147
CA-2014-156601,FA-14230,Standard Class,9/24/2014,148
CA-2016-162138,GK-14620,Standard Class,4/27/2016,149
CA-2017-153339,DJ-13510,Second Class,11/5/2017,150
US-2016-141544,PO-18850,First Class,9/1/2016,151
US-2016-150147,JL-15850,Second Class,4/29/2016,152
CA-2015-137946,DB-13615,Second Class,9/4/2015,153
CA-2014-129924,AC-10420,Standard Class,7/17/2014,154
CA-2015-128167,KL-16645,Second Class,6/26/2015,155
CA-2014-122336,JD-15895,Second Class,4/17/2014,156
US-2015-120712,CS-12130,Standard Class,12/24/2015,157
CA-2017-169901,CC-12550,Standard Class,6/19/2017,158
CA-2017-134306,TD-20995,Standard Class,7/12/2017,159
CA-2016-129714,AB-10060,First Class,9/3/2016,160
CA-2016-138520,JL-15505,Standard Class,4/13/2016,161
CA-2016-130001,HK-14890,Standard Class,4/28/2016,162
CA-2017-155698,VB-21745,First Class,3/11/2017,163
CA-2017-144904,KW-16435,Standard Class,10/1/2017,164
CA-2014-123344,JD-16060,Standard Class,9/29/2014,165
CA-2016-155516,MK-17905,Same Day,10/21/2016,166
CA-2017-104745,GT-14755,Standard Class,6/4/2017,167
US-2014-119137,AG-10900,Standard Class,7/27/2014,168
US-2016-134656,MM-18280,First Class,10/1/2016,169
US-2017-134481,AR-10405,Standard Class,9/1/2017,170
CA-2015-130792,RA-19915,Standard Class,5/5/2015,171
CA-2016-134775,AS-10285,First Class,10/29/2016,172
CA-2015-125395,LA-16780,Second Class,6/29/2015,173
US-2015-168935,DO-13435,Standard Class,12/2/2015,174
CA-2015-122756,DK-13225,Standard Class,12/7/2015,175
CA-2014-115973,NG-18430,First Class,11/26/2014,176
CA-2017-101798,MV-18190,Standard Class,12/15/2017,177
US-2014-135972,JG-15115,Second Class,9/23/2014,178
US-2014-134971,BP-11095,Second Class,6/10/2014,179
CA-2017-102946,VP-21730,Standard Class,7/5/2017,180
CA-2017-165603,SS-20140,Second Class,10/19/2017,181
CA-2015-122259,HP-14815,Standard Class,11/4/2015,182
CA-2016-108987,AG-10675,Second Class,9/10/2016,183
CA-2014-113166,LF-17185,First Class,12/26/2014,184
CA-2014-155208,SP-20650,Standard Class,4/20/2014,185
CA-2017-117933,RF-19840,Standard Class,12/29/2017,186
CA-2017-117457,KH-16510,Standard Class,12/12/2017,187
CA-2017-142636,KC-16675,Standard Class,11/7/2017,188
CA-2017-122105,CJ-12010,Standard Class,6/28/2017,189
CA-2016-148796,PB-19150,Standard Class,4/18/2016,190
CA-2017-154816,VB-21745,Standard Class,11/10/2017,191
CA-2017-110478,SP-20860,Standard Class,3/9/2017,192
CA-2014-142048,JE-15745,First Class,6/25/2014,193
CA-2017-125388,MP-17965,Standard Class,10/23/2017,194
CA-2017-155705,NF-18385,Second Class,8/23/2017,195
CA-2017-149160,JM-15265,Second Class,11/26/2017,196
CA-2014-101476,SD-20485,First Class,9/13/2014,197
CA-2017-152275,KH-16630,Standard Class,10/8/2017,198
US-2016-123750,RB-19795,Standard Class,4/21/2016,199
CA-2016-127369,DB-13060,First Class,6/7/2016,200
US-2014-150574,MK-18160,Standard Class,12/25/2014,201
CA-2016-147375,PO-19180,Second Class,6/14/2016,202
CA-2017-130043,BB-11545,Standard Class,9/19/2017,203
CA-2017-157252,CV-12805,Second Class,1/23/2017,204
CA-2016-115756,PK-19075,Second Class,9/7/2016,205
CA-2017-154214,TB-21595,Second Class,3/25/2017,206
CA-2016-166674,RB-19360,Second Class,4/3/2016,207
CA-2017-147277,EB-13705,Standard Class,10/24/2017,208
CA-2016-100153,KH-16630,Standard Class,12/17/2016,209
US-2014-110674,SC-20095,Standard Class,2/18/2014,210
US-2016-157945,NF-18385,Standard Class,10/1/2016,211
CA-2015-109638,JH-15985,Standard Class,12/22/2015,212
CA-2016-109869,TN-21040,Standard Class,4/29/2016,213
US-2015-101399,JS-15940,Standard Class,1/24/2015,214
CA-2017-154907,DS-13180,Standard Class,4/4/2017,215
US-2016-100419,CC-12670,Second Class,12/20/2016,216
CA-2015-154144,MH-17785,Standard Class,12/24/2015,217
CA-2014-144666,JP-15520,Second Class,11/11/2014,218
CA-2016-103891,KH-16690,Standard Class,7/19/2016,219
CA-2016-152632,JE-15475,Standard Class,11/2/2016,220
CA-2016-100790,JG-15805,Standard Class,7/2/2016,221
CA-2014-134677,XP-21865,Standard Class,10/10/2014,222
CA-2014-127691,EM-14065,Standard Class,7/27/2014,223
CA-2017-140963,MT-18070,First Class,6/13/2017,224
CA-2014-154627,SA-20830,First Class,10/31/2014,225
CA-2014-133753,CW-11905,Second Class,6/13/2014,226
CA-2014-113362,AJ-10960,Standard Class,9/19/2014,227
CA-2016-169166,SS-20590,Standard Class,5/14/2016,228
US-2016-120929,RO-19780,Second Class,3/21/2016,229
CA-2015-134782,MD-17350,Standard Class,12/31/2015,230
CA-2016-126158,SC-20095,Standard Class,7/31/2016,231
US-2016-105578,MY-17380,Standard Class,6/4/2016,232
CA-2017-134978,EB-13705,Second Class,11/15/2017,233
CA-2015-145352,CM-12385,Standard Class,3/22/2015,234
CA-2017-135307,LS-17245,First Class,11/27/2017,235
CA-2016-106341,LF-17185,First Class,10/23/2016,236
CA-2017-163405,BN-11515,Standard Class,12/25/2017,237
CA-2017-127432,AD-10180,Standard Class,1/27/2017,238
CA-2015-157812,DB-13210,Standard Class,3/26/2015,239
CA-2017-145142,MC-17605,First Class,1/25/2017,240
US-2016-139486,LH-17155,First Class,5/23/2016,241
CA-2015-158792,BD-11605,Standard Class,1/2/2016,242
CA-2017-113558,PH-18790,Standard Class,10/26/2017,243
US-2015-138303,MG-18145,Standard Class,9/7/2015,244
CA-2015-102848,KB-16240,Second Class,11/9/2015,245
US-2017-129441,JC-15340,Standard Class,9/11/2017,246
CA-2016-168753,RL-19615,Second Class,6/1/2016,247
CA-2016-126613,AA-10375,Standard Class,7/16/2016,248
US-2017-122637,EP-13915,Second Class,9/8/2017,249
CA-2015-147851,MP-17470,Standard Class,12/8/2015,250
CA-2015-134894,DK-12985,Standard Class,12/11/2015,251
CA-2014-140795,BD-11500,First Class,2/3/2014,252
CA-2016-136924,ES-14080,First Class,7/17/2016,253
US-2015-120161,LM-17065,Standard Class,12/23/2015,254
CA-2014-103849,PG-18895,Standard Class,5/16/2014,255
CA-2017-162929,AS-10135,First Class,11/22/2017,256
CA-2015-113173,DK-13225,Second Class,11/17/2015,257
CA-2016-136406,BD-11320,Second Class,4/17/2016,258
CA-2017-112774,RC-19960,First Class,9/12/2017,259
CA-2017-101945,GT-14710,Standard Class,11/28/2017,260
CA-2017-100650,DK-13225,Second Class,7/3/2017,261
CA-2014-155852,AJ-10945,Second Class,3/7/2014,262
CA-2016-113243,OT-18730,Standard Class,6/15/2016,263
CA-2017-118731,LP-17080,Second Class,11/22/2017,264
CA-2014-145576,CA-12775,Second Class,9/18/2014,265
CA-2015-130736,JF-15490,First Class,12/9/2015,266
CA-2017-137099,FP-14320,First Class,12/10/2017,267
CA-2017-156951,EB-13840,Standard Class,10/8/2017,268
CA-2017-164826,JF-15415,Standard Class,1/4/2018,269
CA-2016-127250,SF-20200,Standard Class,11/7/2016,270
CA-2015-149713,TG-21640,Second Class,9/22/2015,271
CA-2017-118640,CS-11950,Standard Class,7/26/2017,272
CA-2015-132906,CC-12145,Standard Class,9/14/2015,273
CA-2017-145233,DV-13465,Standard Class,12/5/2017,274
CA-2015-128139,BD-11725,Standard Class,7/9/2015,275
US-2016-156986,ZC-21910,Standard Class,3/24/2016,276
CA-2014-135405,MS-17830,Standard Class,1/13/2014,277
CA-2014-131450,LR-16915,Standard Class,8/15/2014,278
CA-2016-120180,TP-21130,First Class,7/16/2016,279
US-2016-100720,CK-12205,Standard Class,7/21/2016,280
CA-2014-149958,AS-10240,Standard Class,3/19/2014,281
US-2014-105767,AR-10510,Standard Class,5/27/2014,282
CA-2016-161816,NB-18655,First Class,5/1/2016,283
CA-2016-121223,GD-14590,Second Class,9/13/2016,284
CA-2017-138611,CK-12595,Second Class,11/17/2017,285
CA-2017-117947,NG-18355,Second Class,8/23/2017,286
US-2014-111171,CA-12265,Standard Class,12/31/2014,287
CA-2015-138009,SF-20965,Standard Class,12/3/2015,288
CA-2017-163020,MO-17800,Standard Class,9/19/2017,289
CA-2017-153787,AT-10735,Standard Class,5/23/2017,290
CA-2017-133431,LC-17140,Standard Class,12/21/2017,291
US-2016-135720,FM-14380,Second Class,12/13/2016,292
CA-2017-144694,BD-11605,Second Class,9/26/2017,293
CA-2015-168004,DJ-13420,Second Class,10/9/2015,294
US-2016-123470,ME-17725,Standard Class,8/21/2016,295
CA-2016-115917,RB-19465,Standard Class,5/25/2016,296
CA-2016-147067,JD-16150,Standard Class,12/22/2016,297
CA-2017-167913,JL-15835,Second Class,8/3/2017,298
CA-2017-106103,SC-20305,Standard Class,6/15/2017,299
US-2017-127719,TW-21025,Standard Class,7/25/2017,300
CA-2017-126221,CC-12430,Standard Class,1/5/2018,301
CA-2016-103947,BB-10990,Standard Class,4/8/2016,302
CA-2016-160745,AR-10825,Second Class,12/16/2016,303
CA-2016-132661,SR-20740,Standard Class,10/29/2016,304
CA-2017-140844,AR-10405,Standard Class,6/23/2017,305
CA-2016-137239,CR-12730,Standard Class,8/28/2016,306
US-2016-156097,EH-14125,Same Day,9/19/2016,307
CA-2015-146563,CB-12025,Standard Class,8/28/2015,308
CA-2016-123666,SP-20545,Standard Class,3/30/2016,309
CA-2016-143308,RC-19825,Same Day,11/4/2016,310
CA-2017-132682,TH-21235,Second Class,6/10/2017,311
CA-2014-156314,RP-19390,First Class,12/26/2014,312
US-2017-106663,MO-17800,Standard Class,6/13/2017,313
CA-2017-111178,TD-20995,Standard Class,6/22/2017,314
CA-2017-130351,RB-19570,First Class,12/8/2017,315
US-2017-119438,CD-11980,Standard Class,3/23/2017,316
CA-2016-164511,DJ-13630,Standard Class,11/24/2016,317
US-2017-168116,GT-14635,Same Day,11/4/2017,318
CA-2014-157784,MC-17845,First Class,7/8/2014,319
CA-2017-161480,RA-19285,Standard Class,12/29/2017,320
US-2014-117135,NP-18325,Second Class,6/23/2014,321
CA-2015-131534,AB-10165,Standard Class,4/2/2015,322
CA-2015-119291,JO-15550,First Class,5/17/2015,323
CA-2017-114552,Dl-13600,Standard Class,9/8/2017,324
CA-2016-163755,AS-10285,Second Class,11/8/2016,325
CA-2015-142027,JK-15370,Standard Class,4/14/2015,326
CA-2014-138527,BN-11470,Standard Class,9/17/2014,327
CA-2014-112158,DP-13165,First Class,12/4/2014,328
CA-2014-113887,TH-21550,First Class,4/7/2014,329
CA-2017-146136,AP-10915,Standard Class,9/7/2017,330
US-2017-100048,RS-19765,Standard Class,5/24/2017,331
CA-2014-153150,Dl-13600,Second Class,7/6/2014,332
CA-2014-130092,SV-20365,First Class,1/14/2014,333
CA-2017-108910,KC-16540,Standard Class,9/29/2017,334
CA-2014-104472,CK-12325,Standard Class,6/7/2014,335
CA-2016-112942,RD-19810,Standard Class,2/18/2016,336
CA-2016-142335,MP-17965,Standard Class,12/19/2016,337
CA-2014-117429,MR-17545,Standard Class,10/13/2014,338
CA-2016-114713,SC-20695,Standard Class,7/12/2016,339
CA-2017-144113,JF-15355,Standard Class,9/20/2017,340
US-2016-150861,EG-13900,First Class,12/6/2016,341
CA-2017-131954,DS-13030,Standard Class,1/25/2017,342
CA-2014-132500,GZ-14470,Standard Class,9/12/2014,343
CA-2014-112326,PO-19195,Standard Class,1/8/2014,344
US-2016-146710,SS-20875,Standard Class,9/1/2016,345
CA-2014-124429,MH-17785,Same Day,5/27/2014,346
CA-2016-150889,PB-19105,Second Class,3/22/2016,347
CA-2017-126074,RF-19735,Standard Class,10/6/2017,348
CA-2016-110499,YC-21895,First Class,4/9/2016,349
CA-2015-135272,MS-17830,Standard Class,12/12/2015,350
CA-2016-140928,NB-18655,Standard Class,9/22/2016,351
CA-2014-106803,DC-13285,Standard Class,1/2/2015,352
CA-2017-117240,CP-12340,Standard Class,7/28/2017,353
CA-2017-133333,BF-11020,Standard Class,9/22/2017,354
CA-2015-112319,AR-10510,Standard Class,9/5/2015,355
CA-2017-126046,JC-16105,Standard Class,11/7/2017,356
CA-2015-114923,LH-17020,Standard Class,2/13/2015,357
CA-2014-162775,CS-12250,Second Class,1/15/2014,358
CA-2014-106810,AJ-10795,Standard Class,5/20/2014,359
CA-2016-157245,LE-16810,Standard Class,5/24/2016,360
CA-2017-104220,BV-11245,Standard Class,2/5/2017,361
CA-2014-165974,DL-12865,Standard Class,7/6/2014,362
CA-2015-144267,NZ-18565,First Class,8/23/2015,363
US-2015-157014,BM-11785,Second Class,10/6/2015,364
CA-2015-154921,EA-14035,Standard Class,5/28/2015,365
CA-2017-129567,CL-12565,Second Class,3/21/2017,366
CA-2015-154620,LT-17110,Standard Class,12/16/2015,367
CA-2015-115938,SA-20830,Standard Class,6/30/2015,368
CA-2016-105256,JK-15730,Same Day,5/20/2016,369
CA-2014-156433,ES-14020,Standard Class,9/26/2014,370
CA-2017-151428,RH-19495,Standard Class,9/26/2017,371
CA-2015-124653,DB-13120,First Class,12/26/2015,372
CA-2015-101910,CD-11920,Standard Class,12/3/2015,373
CA-2017-105809,HW-14935,First Class,2/23/2017,374
CA-2016-136133,HW-14935,Second Class,8/23/2016,375
CA-2016-115504,MC-18130,Standard Class,3/17/2016,376
CA-2017-135783,GM-14440,First Class,4/24/2017,377
CA-2014-134313,RA-19915,Standard Class,11/7/2014,378
CA-2015-140921,AA-10375,First Class,2/5/2015,379
CA-2014-151995,ZC-21910,First Class,10/15/2014,380
CA-2017-143686,PJ-19015,Same Day,5/14/2017,381
CA-2015-106565,BW-11110,First Class,3/23/2015,382
CA-2016-149370,DB-13210,Standard Class,9/19/2016,383
CA-2014-140858,CA-12775,Standard Class,7/2/2014,384
CA-2017-101434,TR-21325,Standard Class,6/27/2017,385
US-2014-102071,PG-18820,Standard Class,5/15/2014,386
CA-2017-126956,GT-14710,Standard Class,8/28/2017,387
CA-2017-129462,JE-15745,Second Class,6/21/2017,388
CA-2016-165316,JB-15400,Standard Class,7/27/2016,389
US-2014-115987,LH-17020,Second Class,9/13/2014,390
US-2017-156083,JL-15175,Standard Class,11/11/2017,391
US-2016-137547,EB-13705,Standard Class,3/12/2016,392
CA-2015-100454,BM-11650,Standard Class,11/25/2015,393
CA-2016-161669,EM-14095,First Class,11/9/2016,394
CA-2015-114300,AF-10885,Standard Class,10/17/2015,395
CA-2017-107503,GA-14725,Standard Class,1/6/2017,396
CA-2014-107755,CK-12760,Standard Class,2/12/2014,397
CA-2016-152534,DP-13105,Second Class,6/25/2016,398
CA-2016-113747,VD-21670,Standard Class,6/4/2016,399
CA-2016-123274,GT-14710,Standard Class,2/24/2016,400
CA-2014-125612,BK-11260,Standard Class,8/8/2014,401
CA-2017-161984,SJ-20125,Standard Class,4/15/2017,402
CA-2014-133851,CM-12445,Standard Class,6/16/2014,403
CA-2016-134474,AJ-10795,Second Class,1/7/2016,404
CA-2014-149020,AJ-10780,Standard Class,1/15/2014,405
CA-2016-134362,LS-16945,First Class,10/2/2016,406
CA-2014-136742,GP-14740,Standard Class,4/10/2014,407
CA-2016-158099,PK-18910,First Class,9/5/2016,408
CA-2015-131128,TB-21520,First Class,10/20/2015,409
CA-2014-148488,SM-20005,Standard Class,12/15/2014,410
CA-2017-114636,GA-14725,Standard Class,8/29/2017,411
CA-2016-116736,CC-12430,Standard Class,1/21/2016,412
US-2014-158638,AG-10765,Standard Class,9/21/2014,413
CA-2017-111689,HP-14815,Second Class,12/2/2017,414
CA-2015-129098,DK-13090,Standard Class,10/13/2015,415
US-2017-123463,GZ-14470,Same Day,12/23/2017,416
CA-2016-165148,PM-19135,First Class,10/24/2016,417
CA-2014-134061,LL-16840,Standard Class,5/4/2014,418
CA-2015-143602,JS-15595,Second Class,4/28/2015,419
CA-2017-115364,OT-18730,Standard Class,7/2/2017,420
CA-2017-150707,EL-13735,Standard Class,10/19/2017,421
CA-2014-104976,CK-12760,Standard Class,12/16/2014,422
CA-2017-132934,JE-15475,Standard Class,6/26/2017,423
CA-2017-133256,TH-21550,First Class,6/27/2017,424
CA-2016-105494,PC-18745,First Class,11/12/2016,425
CA-2016-140634,HL-15040,Second Class,10/6/2016,426
CA-2014-144407,MS-17365,Standard Class,9/15/2014,427
CA-2017-160983,GB-14530,Second Class,10/31/2017,428
US-2016-114622,JR-16210,First Class,4/12/2016,429
CA-2017-150959,TD-20995,First Class,11/13/2017,430
CA-2017-132353,DB-13060,First Class,9/17/2017,431
CA-2016-130477,LC-17140,Standard Class,4/12/2016,432
CA-2017-143259,PO-18865,Standard Class,1/3/2018,433
CA-2017-137596,BE-11335,Standard Class,9/7/2017,434
CA-2015-133627,SC-20050,Standard Class,6/7/2015,435
CA-2017-102519,BM-11650,First Class,11/29/2017,436
US-2014-141215,KL-16555,Standard Class,6/21/2014,437
CA-2016-165218,RW-19630,Standard Class,3/11/2016,438
CA-2014-138296,RC-19825,Standard Class,12/12/2014,439
CA-2015-111164,SE-20110,Standard Class,4/15/2015,440
CA-2016-149797,AH-10075,Standard Class,9/20/2016,441
CA-2014-132962,JM-15535,First Class,9/16/2014,442
CA-2015-115091,JJ-15760,Standard Class,10/9/2015,443
CA-2017-144932,AB-10165,First Class,4/17/2017,444
CA-2017-114216,RK-19300,Standard Class,9/6/2017,445
CA-2016-140081,CG-12040,Standard Class,6/24/2016,446
US-2017-111745,RA-19885,First Class,11/6/2017,447
CA-2015-148250,RP-19270,Standard Class,12/17/2015,448
CA-2016-105760,KC-16255,First Class,6/20/2016,449
CA-2016-142958,RW-19630,Standard Class,12/20/2016,450
CA-2015-120880,JL-15850,Standard Class,6/3/2015,451
US-2015-140200,CA-12775,First Class,7/28/2015,452
US-2017-110576,RB-19795,Standard Class,12/2/2017,453
CA-2017-131156,KH-16360,Standard Class,4/7/2017,454
CA-2017-136539,GH-14665,Standard Class,1/1/2018,455
CA-2017-119305,SW-20275,Standard Class,12/4/2017,456
CA-2017-102414,JA-15970,Second Class,5/18/2017,457
CA-2015-112571,DL-12925,Same Day,9/22/2015,458
CA-2017-152142,LW-16990,Standard Class,11/19/2017,459
CA-2015-160059,TB-21190,Standard Class,12/1/2015,460
CA-2016-120859,CV-12805,First Class,9/4/2016,461
CA-2014-127488,MS-17365,Second Class,9/24/2014,462
CA-2017-135279,BS-11800,First Class,4/11/2017,463
CA-2014-115791,DL-13315,Second Class,1/18/2014,464
US-2017-103247,PO-19195,Second Class,10/8/2017,465
US-2017-100209,TD-20995,Standard Class,7/15/2017,466
CA-2017-159366,BW-11110,First Class,1/10/2017,467
CA-2016-145499,RW-19690,First Class,5/31/2016,468
CA-2015-157035,KB-16600,First Class,12/12/2015,469
CA-2016-144939,EB-13870,Standard Class,10/8/2016,470
CA-2014-163419,TZ-21580,Second Class,11/14/2014,471
CA-2017-100314,AS-10630,Standard Class,10/5/2017,472
CA-2015-146829,TS-21340,Same Day,3/10/2015,473
CA-2017-167899,JG-15805,Standard Class,5/26/2017,474
CA-2015-153549,SL-20155,Second Class,3/31/2015,475
CA-2016-110023,TS-21610,First Class,9/11/2016,476
